Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,80,0,0,0
1,1.5625,8,77,0,0,0
1,3.125,9,80,0,0,0
1,4.6875,10,80,0,0,0
1,6.25,11,78,0,0,0
1,7.8125,12,82,0,0,0
1,9.375,13,79,0,0,0
1,10.9375,14,85,0,0,0
1,12.5,15,78,0,0,0
1,14.0625,0,69,0,0,0
1,15.625,1,80,0,0,0
1,17.1875,2,73,0,0,0
1,18.75,3,73,0,0,0
1,20.3125,4,77,0,0,0
1,21.875,5,80,0,0,0
1,23.4375,6,77,0,0,0
1,25.0,7,77,0,0,0
1,26.5625,8,75,0,0,0
1,28.125,9,80,0,0,0
1,29.6875,10,80,0,0,0
1,31.25,11,75,0,0,0
1,32.8125,12,72,0,0,0
1,34.375,13,81,0,0,0
1,35.9375,14,95,0,0,0
1,37.5,15,81,0,0,0
1,39.0625,0,69,0,0,0
1,40.625,1,75,0,0,0
1,42.1875,2,73,0,0,0
1,43.75,3,76,0,0,0
1,45.3125,4,75,0,0,0
1,46.875,5,79,0,0,0
1,48.4375,6,78,0,0,0
1,50.0,7,80,0,0,0
1,51.5625,8,77,0,0,0
1,53.125,9,76,0,0,0
1,54.6875,10,80,0,0,0
1,56.25,11,71,0,0,0
1,57.8125,12,74,0,0,0
1,59.375,13,80,0,0,0
1,60.9375,14,92,0,0,0
1,62.5,15,77,0,0,0
1,64.0625,0,65,0,0,0
1,65.625,1,69,0,0,0
1,67.1875,2,76,0,0,0
1,68.75,3,88,0,0,0
1,70.3125,4,79,0,0,0
1,71.875,5,79,0,0,0
1,73.4375,6,74,0,0,0
1,75.0,7,92,0,0,0
1,76.5625,8,115,0,0,0
1,78.125,9,161,0,0,0
1,79.6875,10,255,0,0,0
1,81.25,11,355,0,0,0
1,82.8125,12,458,0,0,0
1,84.375,13,561,0,0,0
1,85.9375,14,656,0,0,0
1,87.5,15,699,0,0,0
1,89.0625,0,735,0,0,0
1,90.625,1,728,0,0,0
1,92.1875,2,710,0,0,0
1,93.75,3,689,0,0,0
1,95.3125,4,634,0,0,0
1,96.875,5,591,0,0,0
1,98.4375,6,82,0,0,0
1,100.0,7,501,0,0,0
1,101.5625,8,471,456,456,482
1,103.125,9,428,428,428,420
1,104.6875,10,416,450,450,349
1,106.25,11,392,443,443,283
1,107.8125,12,378,437,437,229
1,109.375,13,383,459,459,160
1,110.9375,14,371,467,467,88
1,112.5,15,358,448,448,26
1,114.0625,0,349,435,435,997
1,115.625,1,349,443,443,930
1,117.1875,2,344,446,446,860
1,118.75,3,357,478,478,788
1,120.3125,4,339,438,438,740
1,121.875,5,342,446,446,672
