Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,74,0,0,0
1,1.5625,8,89,0,0,0
1,3.125,9,78,0,0,0
1,4.6875,10,80,0,0,0
1,6.25,11,75,0,0,0
1,7.8125,12,72,0,0,0
1,9.375,13,89,0,0,0
1,10.9375,14,89,0,0,0
1,12.5,15,88,0,0,0
1,14.0625,0,86,0,0,0
1,15.625,1,68,0,0,0
1,17.1875,2,80,0,0,0
1,18.75,3,80,0,0,0
1,20.3125,4,78,0,0,0
1,21.875,5,81,0,0,0
1,23.4375,6,78,0,0,0
1,25.0,7,77,0,0,0
1,26.5625,8,89,0,0,0
1,28.125,9,77,0,0,0
1,29.6875,10,78,0,0,0
1,31.25,11,77,0,0,0
1,32.8125,12,68,0,0,0
1,34.375,13,92,0,0,0
1,35.9375,14,80,0,0,0
1,37.5,15,90,0,0,0
1,39.0625,0,81,0,0,0
1,40.625,1,74,0,0,0
1,42.1875,2,77,0,0,0
1,43.75,3,79,0,0,0
1,45.3125,4,79,0,0,0
1,46.875,5,80,0,0,0
1,48.4375,6,80,0,0,0
1,50.0,7,77,0,0,0
1,51.5625,8,84,0,0,0
1,53.125,9,77,0,0,0
1,54.6875,10,79,0,0,0
1,56.25,11,79,0,0,0
1,57.8125,12,71,0,0,0
1,59.375,13,86,0,0,0
1,60.9375,14,76,0,0,0
1,62.5,15,90,0,0,0
1,64.0625,0,78,0,0,0
1,65.625,1,78,0,0,0
1,67.1875,2,78,0,0,0
1,68.75,3,75,0,0,0
1,70.3125,4,81,0,0,0
1,71.875,5,79,0,0,0
1,73.4375,6,76,0,0,0
1,75.0,7,90,0,0,0
1,76.5625,8,121,0,0,0
1,78.125,9,172,0,0,0
1,79.6875,10,262,0,0,0
1,81.25,11,357,0,0,0
1,82.8125,12,456,0,0,0
1,84.375,13,567,0,0,0
1,85.9375,14,640,0,0,0
1,87.5,15,720,0,0,0
1,89.0625,0,743,0,0,0
1,90.625,1,730,0,0,0
1,92.1875,2,711,0,0,0
1,93.75,3,677,0,0,0
1,95.3125,4,640,0,0,0
1,96.875,5,590,0,0,0
1,98.4375,6,80,0,0,0
1,100.0,7,504,0,0,0
1,101.5625,8,474,451,451,995
1,103.125,9,437,445,445,928
1,104.6875,10,439,508,508,859
1,106.25,11,394,451,451,794
1,107.8125,12,374,430,430,742
1,109.375,13,387,469,469,669
1,110.9375,14,361,442,442,607
1,112.5,15,360,473,473,530
1,114.0625,0,349,446,446,480
1,115.625,1,349,448,448,413
1,117.1875,2,354,454,454,349
1,118.75,3,358,464,464,282
1,120.3125,4,347,456,456,227
1,121.875,5,337,446,446,160
1,123.4375,6,544,0,0,0
1,125.0,7,329,448,448,26
1,126.5625,8,319,0,0,0
1,128.125,9,319,0,0,0
1,129.6875,10,337,0,0,0
1,131.25,11,306,0,0,0
1,132.8125,12,297,0,0,0
1,135.9375,14,288,0,0,0
1,137.5,15,276,0,0,0
