Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,96,0,0,0
1,1.5625,8,92,0,0,0
1,3.125,9,85,0,0,0
1,4.6875,10,85,0,0,0
1,6.25,11,93,0,0,0
1,7.8125,12,90,0,0,0
1,9.375,13,91,0,0,0
1,10.9375,14,131,0,0,0
1,12.5,15,86,0,0,0
1,14.0625,0,67,0,0,0
1,15.625,1,95,0,0,0
1,17.1875,2,93,0,0,0
1,18.75,3,109,0,0,0
1,20.3125,4,94,0,0,0
1,21.875,5,100,0,0,0
1,23.4375,6,95,0,0,0
1,25.0,7,93,0,0,0
1,26.5625,8,95,0,0,0
1,28.125,9,86,0,0,0
1,29.6875,10,85,0,0,0
1,31.25,11,93,0,0,0
1,32.8125,12,89,0,0,0
1,34.375,13,89,0,0,0
1,35.9375,14,123,0,0,0
1,37.5,15,90,0,0,0
1,39.0625,0,79,0,0,0
1,40.625,1,105,0,0,0
1,42.1875,2,95,0,0,0
1,43.75,3,111,0,0,0
1,45.3125,4,95,0,0,0
1,46.875,5,108,0,0,0
1,48.4375,6,99,0,0,0
1,50.0,7,89,0,0,0
1,51.5625,8,93,0,0,0
1,53.125,9,90,0,0,0
1,54.6875,10,88,0,0,0
1,56.25,11,95,0,0,0
1,57.8125,12,89,0,0,0
1,59.375,13,93,0,0,0
1,60.9375,14,109,0,0,0
1,62.5,15,91,0,0,0
1,64.0625,0,93,0,0,0
1,65.625,1,117,0,0,0
1,67.1875,2,95,0,0,0
1,68.75,3,124,0,0,0
1,70.3125,4,97,0,0,0
1,71.875,5,105,0,0,0
1,73.4375,6,104,0,0,0
1,75.0,7,93,656,1152,211
1,76.5625,8,119,659,1176,133
1,78.125,9,147,665,1224,77
1,79.6875,10,209,665,1224,11
1,81.25,11,305,659,1176,973
1,82.8125,12,400,655,1144,912
1,84.375,13,522,665,1224,839
1,85.9375,14,623,653,1128,769
1,87.5,15,721,660,1184,713
1,89.0625,0,785,0,0,0
1,90.625,1,859,0,0,0
1,92.1875,2,870,0,0,0
1,93.75,3,921,0,0,0
1,95.3125,4,893,0,0,0
1,96.875,5,887,0,0,0
1,98.4375,6,882,0,0,0
1,100.0,7,849,0,0,0
1,101.5625,8,845,0,0,0
1,103.125,9,814,0,0,0
1,104.6875,10,808,0,0,0
1,106.25,11,786,0,0,0
1,107.8125,12,773,0,0,0
1,109.375,13,794,0,0,0
1,110.9375,14,768,0,0,0
1,112.5,15,768,0,0,0
1,114.0625,0,742,659,1176,649
1,115.625,1,748,662,1200,570
1,117.1875,2,735,659,1176,521
1,118.75,3,753,665,1224,441
1,120.3125,4,721,659,1176,397
1,121.875,5,718,659,1176,325
1,123.4375,6,717,663,1208,258
1,125.0,7,694,0,0,0
1,126.5625,8,695,0,0,0
1,128.125,9,702,0,0,0
1,129.6875,10,696,0,0,0
1,131.25,11,666,0,0,0
1,132.8125,12,649,0,0,0
1,134.375,13,666,0,0,0
1,135.9375,14,622,0,0,0
1,137.5,15,633,0,0,0
1,139.0625,0,614,0,0,0
1,140.625,1,608,0,0,0
1,142.1875,2,594,0,0,0
1,143.75,3,595,0,0,0
1,145.3125,4,573,0,0,0
1,146.875,5,561,0,0,0
1,148.4375,6,557,0,0,0
1,150.0,7,529,0,0,0
1,151.5625,8,524,0,0,0
1,153.125,9,534,0,0,0
1,154.6875,10,519,0,0,0
1,156.25,11,495,0,0,0
1,157.8125,12,493,0,0,0
1,159.375,13,478,0,0,0
1,160.9375,14,453,0,0,0
1,162.5,15,456,0,0,0
1,164.0625,0,440,0,0,0
1,165.625,1,429,0,0,0
1,167.1875,2,429,0,0,0
1,168.75,3,409,0,0,0
1,170.3125,4,416,0,0,0
1,171.875,5,395,0,0,0
1,173.4375,6,402,0,0,0
1,175.0,7,388,0,0,0
1,176.5625,8,383,0,0,0
1,178.125,9,388,0,0,0
1,179.6875,10,370,0,0,0
1,181.25,11,360,0,0,0
1,182.8125,12,378,0,0,0
1,184.375,13,348,0,0,0
1,185.9375,14,341,0,0,0
1,187.5,15,335,0,0,0
1,189.0625,0,321,0,0,0
1,190.625,1,301,0,0,0
1,192.1875,2,321,0,0,0
1,193.75,3,311,0,0,0
1,195.3125,4,315,0,0,0
1,196.875,5,293,0,0,0
1,198.4375,6,304,0,0,0
2,0.0,7,69,0,0,0
2,1.5625,8,85,0,0,0
2,3.125,9,85,0,0,0
2,4.6875,10,87,0,0,0
2,6.25,11,83,0,0,0
2,7.8125,12,79,0,0,0
2,9.375,13,116,0,0,0
2,10.9375,14,71,0,0,0
2,12.5,15,78,0,0,0
2,14.0625,0,72,0,0,0
2,15.625,1,83,0,0,0
2,17.1875,2,75,0,0,0
2,18.75,3,76,0,0,0
2,20.3125,4,81,0,0,0
2,21.875,5,64,0,0,0
2,23.4375,6,87,0,0,0
2,25.0,7,73,0,0,0
2,26.5625,8,79,0,0,0
2,28.125,9,81,0,0,0
2,29.6875,10,85,0,0,0
2,31.25,11,83,0,0,0
2,32.8125,12,79,0,0,0
2,34.375,13,110,0,0,0
