Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,81,0,0,0
1,1.5625,8,93,0,0,0
1,3.125,9,73,0,0,0
1,4.6875,10,81,0,0,0
1,6.25,11,120,0,0,0
1,7.8125,12,79,0,0,0
1,9.375,13,136,0,0,0
1,10.9375,14,81,0,0,0
1,12.5,15,89,0,0,0
1,14.0625,0,95,0,0,0
1,15.625,1,88,0,0,0
1,17.1875,2,97,0,0,0
1,18.75,3,127,0,0,0
1,20.3125,4,81,0,0,0
1,21.875,5,93,0,0,0
1,23.4375,6,69,0,0,0
1,25.0,7,81,0,0,0
1,26.5625,8,93,0,0,0
1,28.125,9,73,0,0,0
1,29.6875,10,77,0,0,0
1,31.25,11,97,0,0,0
1,32.8125,12,80,0,0,0
1,34.375,13,125,0,0,0
1,35.9375,14,80,0,0,0
1,37.5,15,92,0,0,0
1,39.0625,0,69,0,0,0
1,40.625,1,88,0,0,0
1,42.1875,2,94,0,0,0
1,43.75,3,126,0,0,0
1,45.3125,4,81,0,0,0
1,46.875,5,87,0,0,0
1,48.4375,6,67,0,0,0
1,50.0,7,83,0,0,0
1,51.5625,8,89,0,0,0
1,53.125,9,75,0,0,0
1,54.6875,10,73,0,0,0
1,56.25,11,80,0,0,0
1,57.8125,12,77,0,0,0
1,59.375,13,107,0,0,0
1,60.9375,14,81,0,0,0
1,62.5,15,91,0,0,0
1,64.0625,0,57,0,0,0
1,65.625,1,89,0,0,0
1,67.1875,2,83,0,0,0
1,68.75,3,126,0,0,0
1,70.3125,4,84,0,0,0
1,71.875,5,88,0,0,0
1,73.4375,6,77,0,0,0
1,75.0,7,88,0,0,0
1,76.5625,8,107,0,0,425
1,78.125,9,107,0,0,374
1,79.6875,10,147,0,0,310
1,81.25,11,206,0,0,255
1,82.8125,12,282,0,0,182
1,84.375,13,381,0,0,101
1,85.9375,14,433,0,0,47
1,87.5,15,518,0,0,1004
1,89.0625,0,516,0,0,0
1,90.625,1,591,0,0,0
1,92.1875,2,606,0,0,0
1,93.75,3,659,0,0,0
1,95.3125,4,617,0,0,0
1,96.875,5,625,0,0,0
1,98.4375,6,586,0,0,0
1,100.0,7,576,0,0,498
1,101.5625,8,566,0,0,0
1,103.125,9,526,0,0,0
1,104.6875,10,510,0,0,0
1,106.25,11,488,0,0,0
1,107.8125,12,470,0,0,0
1,109.375,13,463,0,0,0
1,110.9375,14,431,0,0,0
1,112.5,15,437,0,0,0
1,114.0625,0,379,0,0,969
1,115.625,1,393,0,0,877
1,117.1875,2,376,0,0,816
1,118.75,3,368,314,314,725
1,120.3125,4,357,0,0,689
1,121.875,5,361,0,0,616
1,123.4375,6,332,0,0,565
1,125.0,7,325,0,0,0
1,126.5625,8,323,0,0,0
1,128.125,9,304,0,0,0
1,129.6875,10,296,0,0,0
1,131.25,11,284,0,0,0
1,132.8125,12,283,0,0,0
1,134.375,13,282,0,0,0
1,135.9375,14,266,0,0,0
1,137.5,15,275,0,0,0
1,139.0625,0,235,0,0,0
1,140.625,1,249,0,0,0
1,142.1875,2,247,0,0,0
1,143.75,3,230,0,0,0
1,145.3125,4,240,0,0,0
1,146.875,5,255,0,0,0
1,148.4375,6,228,0,0,0
1,150.0,7,230,0,0,0
1,151.5625,8,226,0,0,0
1,153.125,9,226,0,0,0
1,154.6875,10,217,0,0,0
1,156.25,11,215,0,0,0
1,157.8125,12,212,0,0,0
1,159.375,13,216,0,0,0
1,160.9375,14,205,0,0,0
1,162.5,15,214,0,0,0
1,164.0625,0,184,0,0,0
1,165.625,1,199,0,0,0
1,167.1875,2,201,0,0,0
1,168.75,3,189,0,0,0
1,170.3125,4,203,0,0,0
1,171.875,5,242,0,0,0
1,173.4375,6,193,0,0,0
1,175.0,7,199,0,0,0
1,176.5625,8,195,0,0,0
1,178.125,9,199,0,0,0
1,179.6875,10,197,0,0,0
1,181.25,11,193,0,0,0
1,182.8125,12,190,0,0,0
1,184.375,13,193,0,0,0
1,185.9375,14,184,0,0,0
1,187.5,15,196,0,0,0
1,189.0625,0,169,0,0,0
1,190.625,1,185,0,0,0
1,192.1875,2,186,0,0,0
1,193.75,3,179,0,0,0
1,195.3125,4,187,0,0,0
1,196.875,5,238,0,0,0
1,198.4375,6,178,0,0,0
2,0.0,7,149,0,0,0
2,1.5625,8,126,0,0,0
2,3.125,9,76,0,0,0
2,4.6875,10,72,0,0,0
2,6.25,11,83,0,0,0
2,7.8125,12,71,0,0,0
2,9.375,13,70,0,0,0
2,10.9375,14,76,0,0,0
2,12.5,15,68,0,0,0
2,14.0625,0,73,0,0,0
2,15.625,1,102,0,0,0
2,17.1875,2,78,0,0,0
2,18.75,3,111,0,0,0
2,20.3125,4,91,0,0,0
2,21.875,5,76,0,0,0
2,23.4375,6,62,0,0,0
2,25.0,7,128,0,0,0
2,26.5625,8,130,0,0,0
2,28.125,9,74,0,0,0
